scenario,limit_mode,frequency_multiplier,severity_multiplier,design,mean,mean_mcse,sd,var95,var95_mcse,var99,var99_mcse,tvar99,tvar99_mcse,model_mean,model_sd,mean_check_z,simulated_claims
Sensitivity,Unlimited,0.8,1.05,B,78414.43123980933,17.93411020172536,12681.330938186844,100089.40628006007,43.155400682297795,110101.00919496869,80.92163074706333,115322.17740402714,100.48076506462878,78390.87598632969,12664.899836045412,1.315137086249972,41294308
Sensitivity,Limited,0.8,1.1,A,86551.14606284183,24.11285506874883,17050.363332880712,115977.21173492978,58.64606235044705,129730.51496697852,112.83698913066057,137079.94425597202,141.59257258191454,86513.75983240946,17021.906397061484,1.5530608878389522,41294308
Sensitivity,Limited,0.8,1.1,B,82701.14476556299,18.857894086148224,13334.5447872131,105490.89545278142,45.17746745513367,116012.46853060261,85.9916416712836,121500.53062689726,105.59495617722645,82676.45552511068,13317.323304133231,1.3109187895705,41294308
Sensitivity,Unlimited,0.8,1.1,A,86551.14606284183,24.11285506874883,17050.363332880712,115977.21173492978,58.64606235044705,129730.51496697852,112.83698913066057,137079.94425597202,141.59257258191454,86513.75983240946,17021.906397061484,1.5530608878389522,41294308
Sensitivity,Unlimited,0.8,1.1,B,82701.14476556299,18.857894086148224,13334.5447872131,105490.89545278142,45.17746745513367,116012.46853060261,85.9916416712836,121500.53062689726,105.59495617722645,82676.45552511068,13317.323304133231,1.3109187895705,41294308
Sensitivity,Limited,0.8,1.15,A,92846.88701505013,25.556068558904187,18070.86937846947,124015.5103325162,62.46322896844952,138530.3314486506,120.83662790362767,146337.33993612317,150.06463319869852,92807.66996042183,18041.107289099018,1.5370811126759887,41294308
Sensitivity,Limited,0.8,1.15,B,86990.53996881172,19.78190133313101,13987.916577420143,110894.99464129315,47.59235984288319,121928.46258546857,89.6216817290688,127681.99345989409,110.6953566748737,86964.71461079965,13969.89974520587,1.307188033555403,41294308
Sensitivity,Unlimited,0.8,1.15,A,92846.88701505013,25.556068558904187,18070.86937846947,124015.5103325162,62.46322896844952,138530.3314486506,120.83662790362767,146337.33993612317,150.06463319869852,92807.66996042183,18041.107289099018,1.5370811126759887,41294308
Sensitivity,Unlimited,0.8,1.15,B,86990.53996881172,19.78190133313101,13987.916577420143,110894.99464129315,47.59235984288319,121928.46258546857,89.6216817290688,127681.99345989409,110.6953566748737,86964.71461079965,13969.89974520587,1.307188033555403,41294308
Sensitivity,Limited,0.8,1.2,A,99194.66295519669,27.003625516628134,19094.44671942984,132101.74951397837,66.10992840035149,147441.25680564795,127.20825845219365,155654.24000694085,158.00678352984642,99153.59746191815,19063.326548255416,1.5232225444243714,41294308
Sensitivity,Limited,0.8,1.2,B,91282.27524835583,20.706090611038245,14641.417082928247,116302.66498486674,49.517553714476335,127844.46934992209,93.08893653641195,133866.02596908796,115.82378934850146,91255.31069166533,14622.610094589729,1.303927326530607,41294308
Sensitivity,Unlimited,0.8,1.2,A,99194.66295519669,27.003625516628134,19094.44671942984,132101.74951397837,66.10992840035149,147441.25680564795,127.20825845219365,155654.24000694085,158.00678352984642,99153.59746191815,19063.326548255416,1.5232225444243714,41294308
Sensitivity,Unlimited,0.8,1.2,B,91282.27524835583,20.706090611038245,14641.417082928247,116302.66498486674,49.517553714476335,127844.46934992209,93.08893653641195,133866.02596908796,115.82378934850146,91255.31069166533,14622.610094589729,1.303927326530607,41294308
Sensitivity,Limited,0.8,1.25,A,105589.03476250885,28.454872472965054,20120.633283432016,140245.78325595934,69.68824092848885,156415.8413122532,133.4993326743913,165024.370499039,165.84430253845957,105546.06325945062,20088.229984443195,1.5125992301852489,41294308
Sensitivity,Limited,0.8,1.25,B,95576.06452253624,21.630441785955433,15295.032066909944,121709.68845182254,51.47914926004086,133775.21751498975,97.06821330367683,140052.405730803,120.82588437598031,95547.95633145278,15275.438316486452,1.3011405702546641,41294308
Sensitivity,Unlimited,0.8,1.25,A,105589.03476250885,28.454872472965054,20120.633283432016,140245.78325595934,69.68824092848885,156415.8413122532,133.4993326743913,165024.370499039,165.84430253845957,105546.06325945062,20088.229984443195,1.5125992301852489,41294308
Sensitivity,Unlimited,0.8,1.25,B,95576.06452253624,21.630441785955433,15295.032066909944,121709.68845182254,51.47914926004086,133775.21751498975,97.06821330367683,140052.405730803,120.82588437598031,95547.95633145278,15275.438316486452,1.3011405702546641,41294308
Sensitivity,Limited,0.8,1.3,A,112025.17595765198,29.909400247906525,21149.13973651731,148433.6525976818,74.20826200111175,165415.23900826133,140.31839902148454,174442.3931677918,173.91745155556447,111980.31179018371,21115.530560014213,1.5023897675192226,41294308
Sensitivity,Limited,0.8,1.3,B,99871.65761458424,22.55493687168023,15948.748811199586,127122.73867045136,53.908688075965905,139696.0207875472,101.0506222120202,146240.8988116439,125.95186096769801,99842.40865473868,15928.370827084917,1.2984465312848295,41294308
