scenario,limit_mode,frequency_multiplier,severity_multiplier,design,mean,mean_mcse,sd,var95,var95_mcse,var99,var99_mcse,tvar99,tvar99_mcse,model_mean,model_sd,mean_check_z,simulated_claims
Sensitivity,Unlimited,0.8,1.3,A,112025.17595765198,29.909400247906525,21149.13973651731,148433.6525976818,74.20826200111175,165415.23900826133,140.31839902148454,174442.3931677918,173.91745155556447,111980.31179018371,21115.530560014213,1.5023897675192226,41294308
Sensitivity,Unlimited,0.8,1.3,B,99871.65761458424,22.55493687168023,15948.748811199586,127122.73867045136,53.908688075965905,139696.0207875472,101.0506222120202,146240.8988116439,125.95186096769801,99842.40865473868,15928.370827084917,1.2984465312848295,41294308
Sensitivity,Limited,0.9,1.0,A,83408.88377848969,22.565387618039082,15956.13860481839,110929.85812486196,55.112715664280884,123836.856387658,106.39583532954467,130609.39794747297,129.92092445516326,83371.93574836213,15929.973208594805,1.6400656995824485,46456046
Sensitivity,Limited,0.9,1.0,B,83396.90033778652,18.088509119020138,12790.507459613842,105232.94264922653,42.50809356400661,115321.69637608784,78.55587234643865,120477.1847622572,99.39039449205616,83371.93574836213,12774.06437625231,1.3819118137794657,46456046
Sensitivity,Unlimited,0.9,1.0,A,83408.88377848969,22.565387618039082,15956.13860481839,110929.85812486196,55.112715664280884,123836.856387658,106.39583532954467,130609.39794747297,129.92092445516326,83371.93574836213,15929.973208594805,1.6400656995824485,46456046
Sensitivity,Unlimited,0.9,1.0,B,83396.90033778652,18.088509119020138,12790.507459613842,105232.94264922653,42.50809356400661,115321.69637608784,78.55587234643865,120477.1847622572,99.39039449205616,83371.93574836213,12774.06437625231,1.3819118137794657,46456046
Sensitivity,Limited,0.9,1.05,A,90351.9508634026,24.08898501383168,17033.484655181503,119703.40048669743,57.556274356568856,133438.60264355165,112.16027570870666,140672.03286592584,138.5329784622475,90312.98399891281,17005.879318916846,1.6202475394293747,46456046
Sensitivity,Limited,0.9,1.05,B,88215.99263029672,19.070832105731984,13485.114704833211,111236.69276832268,45.40261589385466,121864.49638317418,82.5014655368683,127299.30420403348,104.75226601973372,88189.73548462089,13467.882712059793,1.3785838619872577,46456046
Sensitivity,Unlimited,0.9,1.05,A,90351.9508634026,24.08898501383168,17033.484655181503,119703.40048669743,57.556274356568856,133438.60264355165,112.16027570870666,140672.03286592584,138.5329784622475,90312.98399891281,17005.879318916846,1.6202475394293747,46456046
Sensitivity,Unlimited,0.9,1.05,B,88215.99263029672,19.070832105731984,13485.114704833211,111236.69276832268,45.40261589385466,121864.49638317418,82.5014655368683,127299.30420403348,104.75226601973372,88189.73548462089,13467.882712059793,1.3785838619872577,46456046
Sensitivity,Limited,0.9,1.1,A,97368.85199619323,25.61849052766757,18115.008375877074,128545.87399712941,61.60156234376633,143125.66339272447,121.8223990013748,150818.92760143674,147.16292810147885,97327.97981146062,18085.942433519685,1.5979813655036894,46456046
Sensitivity,Limited,0.9,1.1,B,93038.55145205137,20.05343778371065,14179.92184296433,117234.82882421609,47.14979892589689,128422.05533540428,87.15117325348639,134125.3781765669,110.00417262250853,93011.0124657495,14161.890463623813,1.375028567765732,46456046
Sensitivity,Unlimited,0.9,1.1,A,97368.85199619323,25.61849052766757,18115.008375877074,128545.87399712941,61.60156234376633,143125.66339272447,121.8223990013748,150818.92760143674,147.16292810147885,97327.97981146062,18085.942433519685,1.5979813655036894,46456046
Sensitivity,Unlimited,0.9,1.1,B,93038.55145205137,20.05343778371065,14179.92184296433,117234.82882421609,47.14979892589689,128422.05533540428,87.15117325348639,134125.3781765669,110.00417262250853,93011.0124657495,14161.890463623813,1.375028567765732,46456046
Sensitivity,Limited,0.9,1.15,A,104451.502603547,27.153268197472165,19200.26007380959,137484.98485011485,65.33508552186973,152910.77236936305,128.0786030566352,161039.6064030453,155.56024038298426,104408.62870547455,19169.668262460855,1.5814788053632556,46456046
Sensitivity,Limited,0.9,1.15,B,97864.12611851755,21.036283958687072,14874.89903815342,123238.8983870406,49.42225215698357,134983.68757204316,89.88725052889089,140954.94395873116,115.25218798563823,97835.3039371496,14856.063021198826,1.3718547009923343,46456046
Sensitivity,Unlimited,0.9,1.15,A,104451.502603547,27.153268197472165,19200.26007380959,137484.98485011485,65.33508552186973,152910.77236936305,128.0786030566352,161039.6064030453,155.56024038298426,104408.62870547455,19169.668262460855,1.5814788053632556,46456046
Sensitivity,Unlimited,0.9,1.15,B,97864.12611851755,21.036283958687072,14874.89903815342,123238.8983870406,49.42225215698357,134983.68757204316,89.88725052889089,140954.94395873116,115.25218798563823,97835.3039371496,14856.063021198826,1.3718547009923343,46456046
Sensitivity,Limited,0.9,1.2,A,111592.67057845062,28.692665141095556,20288.778091583536,146484.46502697008,68.87764629862856,162773.4930592138,136.7925061680609,171326.77219934424,163.8416594763955,111547.7971446579,20256.637175947595,1.5664154446934209,46456046
Sensitivity,Limited,0.9,1.2,B,102692.33410491643,22.01932380031085,15570.013176342143,129248.33534586143,51.363355612572825,141525.26925071745,94.56854138657336,147787.55023667583,120.73679313875782,102662.2245281235,15550.37984312262,1.3691424996514512,46456046
Sensitivity,Unlimited,0.9,1.2,A,111592.67057845062,28.692665141095556,20288.778091583536,146484.46502697008,68.87764629862856,162773.4930592138,136.7925061680609,171326.77219934424,163.8416594763955,111547.7971446579,20256.637175947595,1.5664154446934209,46456046
Sensitivity,Unlimited,0.9,1.2,B,102692.33410491643,22.01932380031085,15570.013176342143,129248.33534586143,51.363355612572825,141525.26925071745,94.56854138657336,147787.55023667583,120.73679313875782,102662.2245281235,15550.37984312262,1.3691424996514512,46456046
Sensitivity,Limited,0.9,1.25,A,118786.23918797763,30.23605141708563,21380.11699332637,155541.77722028652,72.39954895894063,172687.20604532614,143.2478947562386,181673.9627759721,172.2201804006313,118739.32116688194,21346.490713446135,1.5541688477963236,46456046
Sensitivity,Limited,0.9,1.25,B,107522.85141011332,23.002536943496747,16265.24985724063,135260.2797316336,53.29113730626799,148083.22182897996,99.07772017616247,154622.81200089137,126.08100963584486,107491.45087288436,16244.823651005474,1.3668066385023308,46456046
Sensitivity,Unlimited,0.9,1.25,A,118786.23918797763,30.23605141708563,21380.11699332637,155541.77722028652,72.39954895894063,172687.20604532614,143.2478947562386,181673.9627759721,172.2201804006313,118739.32116688194,21346.490713446135,1.5541688477963236,46456046
Sensitivity,Unlimited,0.9,1.25,B,107522.85141011332,23.002536943496747,16265.24985724063,135260.2797316336,53.29113730626799,148083.22182897996,99.07772017616247,154622.81200089137,126.08100963584486,107491.45087288436,16244.823651005474,1.3668066385023308,46456046
Sensitivity,Limited,0.9,1.3,A,126026.80267359619,31.782946394057447,22473.93692132655,164652.14690190222,75.22332006346925,182645.1680450649,150.0855988409243,192074.3231157804,180.69393828663655,125977.85076395667,22438.920901026428,1.542597677081465,46456046
Sensitivity,Limited,0.9,1.3,B,112355.40127394706,23.985909333327225,16960.599142521383,141275.11165874454,55.32790509239394,154647.2586551998,103.20357079943246,161460.48660645593,131.38686400980137,112322.709736581,16939.3798083137,1.364654905937509,46456046
Sensitivity,Unlimited,0.9,1.3,A,126026.80267359619,31.782946394057447,22473.93692132655,164652.14690190222,75.22332006346925,182645.1680450649,150.0855988409243,192074.3231157804,180.69393828663655,125977.85076395667,22438.920901026428,1.542597677081465,46456046
Sensitivity,Unlimited,0.9,1.3,B,112355.40127394706,23.985909333327225,16960.599142521383,141275.11165874454,55.32790509239394,154647.2586551998,103.20357079943246,161460.48660645593,131.38686400980137,112322.709736581,16939.3798083137,1.364654905937509,46456046
Baseline,Limited,1.0,1.0,A,92673.24291819916,23.828746861297308,16849.46849280099,121634.15143936932,58.493283931051955,135196.76674790247,104.18232738033934,142268.4783775658,135.39633321271793,92635.4841648468,16819.267328541388,1.587433627343438,51617934
Baseline,Limited,1.0,1.0,B,92661.24601167852,19.119468035761926,13519.505500766698,115671.27820479331,45.37668043777628,126250.83554137079,82.70186980845499,131758.5077770463,105.45228617512397,92635.4841648468,13499.450704221506,1.349416134754587,51617934
Baseline,Unlimited,1.0,1.0,A,92673.24291819916,23.828746861297308,16849.46849280099,121634.15143936932,58.493283931051955,135196.76674790247,104.18232738033934,142268.4783775658,135.39633321271793,92635.4841648468,16819.267328541388,1.587433627343438,51617934
Baseline,Unlimited,1.0,1.0,B,92661.24601167852,19.119468035761926,13519.505500766698,115671.27820479331,45.37668043777628,126250.83554137079,82.70186980845499,131758.5077770463,105.45228617512397,92635.4841648468,13499.450704221506,1.349416134754587,51617934
Sensitivity,Limited,1.0,1.05,A,100387.59905653246,25.438938793900373,17988.046127356487,131268.9619025151,61.480296193951375,145753.94629262545,112.10229049989718,153268.8810635357,144.0323342056271,100347.759998792,17956.10923701065,1.5688514428448976,51617934
Sensitivity,Limited,1.0,1.05,B,98015.67413710555,20.158131926131617,14253.951781020707,122278.1872246249,47.80512592993017,133413.8509281067,87.99845466761542,139227.352517733,111.23178957111567,97988.5949829121,14232.907122908366,1.3453227365035099,51617934
Sensitivity,Unlimited,1.0,1.05,A,100387.59905653246,25.438938793900373,17988.046127356487,131268.9619025151,61.480296193951375,145753.94629262545,112.10229049989718,153268.8810635357,144.0323342056271,100347.759998792,17956.10923701065,1.5688514428448976,51617934
Sensitivity,Unlimited,1.0,1.05,B,98015.67413710555,20.158131926131617,14253.951781020707,122278.1872246249,47.80512592993017,133413.8509281067,87.99845466761542,139227.352517733,111.23178957111567,97988.5949829121,14232.907122908366,1.3453227365035099,51617934
Sensitivity,Limited,1.0,1.1,A,108184.01913117067,27.055435569336094,19131.081959033272,141001.69018291798,66.14801044501789,156357.0830254313,118.48544121471635,164363.30760946102,153.18683363185679,108142.1997905118,19097.386902490172,1.5484180906855203,51617934
Sensitivity,Limited,1.0,1.1,B,103373.95545827514,21.197095375608253,14988.609881550603,128885.84571004575,49.96448915179117,140587.86165792038,91.63891653058516,146700.54243135022,116.94306611908767,103345.56940638833,14966.566277398912,1.34112056220886,51617934
Sensitivity,Unlimited,1.0,1.1,A,108184.01913117067,27.055435569336094,19131.081959033272,141001.69018291798,66.14801044501789,156357.0830254313,118.48544121471635,164363.30760946102,153.18683363185679,108142.1997905118,19097.386902490172,1.5484180906855203,51617934
Sensitivity,Unlimited,1.0,1.1,B,103373.95545827514,21.197095375608253,14988.609881550603,128885.84571004575,49.96448915179117,140587.86165792038,91.63891653058516,146700.54243135022,116.94306611908767,103345.56940638833,14966.566277398912,1.34112056220886,51617934
Sensitivity,Limited,1.0,1.15,A,116053.50235911198,28.677531673518175,20278.077114036703,150804.79922289887,69.32116879277856,167055.7856738593,126.53797281448952,175540.8934371667,162.22815907825878,116009.58745052727,20242.573846604657,1.534020816263391,51617934
Sensitivity,Limited,1.0,1.15,B,108735.5906914687,22.236309479694203,15723.445221654481,135497.5422083996,52.30604765490492,147770.05783974295,96.91974159358654,154177.6771297014,122.6114260510039,108705.89326349954,15700.401825260235,1.3374977872858704,51617934
Sensitivity,Unlimited,1.0,1.15,A,116053.50235911198,28.677531673518175,20278.077114036703,150804.79922289887,69.32116879277856,167055.7856738593,126.53797281448952,175540.8934371667,162.22815907825878,116009.58745052727,20242.573846604657,1.534020816263391,51617934
Sensitivity,Unlimited,1.0,1.15,B,108735.5906914687,22.236309479694203,15723.445221654481,135497.5422083996,52.30604765490492,147770.05783974295,96.91974159358654,154177.6771297014,122.6114260510039,108705.89326349954,15700.401825260235,1.3374977872858704,51617934
Sensitivity,Limited,1.0,1.2,A,123987.99962154574,30.304590126295192,21428.581179382225,160685.49303835208,72.12397526551186,177868.5161351015,134.9049355580456,186792.35542706065,170.85980717052055,123941.99682739767,21391.222963451026,1.520665169598057,51617934
Sensitivity,Limited,1.0,1.2,B,114100.1516399437,23.275726975662568,16458.424381537654,142110.9701271055,54.486068935442674,154946.71936694797,101.71722357136441,161658.12719930353,128.37140778163845,114069.13836458165,16434.391778120913,1.3343783944898093,51617934
Sensitivity,Unlimited,1.0,1.2,A,123987.99962154574,30.304590126295192,21428.581179382225,160685.49303835208,72.12397526551186,177868.5161351015,134.9049355580456,186792.35542706065,170.85980717052055,123941.99682739767,21391.222963451026,1.520665169598057,51617934
Sensitivity,Unlimited,1.0,1.2,B,114100.1516399437,23.275726975662568,16458.424381537654,142110.9701271055,54.486068935442674,154946.71936694797,101.71722357136441,161658.12719930353,128.37140778163845,114069.13836458165,16434.391778120913,1.3343783944898093,51617934
Sensitivity,Limited,1.0,1.25,A,131980.72832452235,31.93592993621209,22582.112621394037,170630.60514181564,75.92043436059654,188719.79124205274,141.93868496509285,198110.68140774235,179.78664607149685,131932.57907431325,22542.95220393767,1.5103018018178824,51617934
Sensitivity,Limited,1.0,1.25,B,119467.27966907527,24.31532809291264,17193.53338127429,148726.5617182419,56.98751668343608,162127.82866292374,106.69464088206824,169141.4683122363,134.11653044512545,119434.94541431595,17168.517640458245,1.3317265522708481,51617934
Sensitivity,Unlimited,1.0,1.25,A,131980.72832452235,31.93592993621209,22582.112621394037,170630.60514181564,75.92043436059654,188719.79124205274,141.93868496509285,198110.68140774235,179.78664607149685,131932.57907431325,22542.95220393767,1.5103018018178824,51617934
Sensitivity,Unlimited,1.0,1.25,B,119467.27966907527,24.31532809291264,17193.53338127429,148726.5617182419,56.98751668343608,162127.82866292374,106.69464088206824,169141.4683122363,134.11653044512545,119434.94541431595,17168.517640458245,1.3317265522708481,51617934
Sensitivity,Limited,1.0,1.3,A,140025.67051598176,33.571012835058234,23738.290826970304,180657.12710272093,80.31898571288542,199667.3931973554,149.54430962184045,209487.70898452314,188.33491378373367,139975.38973772962,23697.433234665485,1.50032617091275,51617934
Sensitivity,Limited,1.0,1.3,B,124836.66618234657,25.355098345201537,17928.761977543818,155345.6120071574,59.80577460149871,169323.76678100938,110.92555707533822,176627.3716087926,139.73513517887244,124803.01081842332,17902.763744580538,1.3292883932868274,51617934
Sensitivity,Unlimited,1.0,1.3,A,140025.67051598176,33.571012835058234,23738.290826970304,180657.12710272093,80.31898571288542,199667.3931973554,149.54430962184045,209487.70898452314,188.33491378373367,139975.38973772962,23697.433234665485,1.50032617091275,51617934
Sensitivity,Unlimited,1.0,1.3,B,124836.66618234657,25.355098345201537,17928.761977543818,155345.6120071574,59.80577460149871,169323.76678100938,110.92555707533822,176627.3716087926,139.73513517887244,124803.01081842332,17902.763744580538,1.3292883932868274,51617934
