scenario,limit_mode,frequency_multiplier,severity_multiplier,design,expected_retention_per_claim,expected_retention_annual_per_vehicle,retention_share_of_losses,mc_retention_per_claim,mc_retention_annual_per_vehicle,mc_retention_share,expected_below_deductible,mc_below_deductible,expected_at_limit,mc_at_limit
Sensitivity,Unlimited,0.9,1.1,B,857.7907395298497,79.69917751715211,0.4614619295192853,857.98136274478,79.71684330962837,0.4614434381027561,0.08845397376282428,0.08841047298773555,0.0,0.0
Sensitivity,Limited,0.9,1.15,A,819.6132433470393,76.152024458468,0.4217531512212947,819.660912401428,76.15641010184542,0.4216670740560063,0.3634349321343261,0.36340163344938997,2.4156022343375e-105,0.0
Sensitivity,Limited,0.9,1.15,B,890.3609886795161,82.72534922679297,0.4581582298092449,890.5599347270633,82.74378658687489,0.4581404288850098,0.08405350486208875,0.08400097158505483,7.177927377396293e-170,0.0
Sensitivity,Unlimited,0.9,1.15,A,819.6132433470393,76.152024458468,0.4217531512212947,819.660912401428,76.15641010184542,0.4216670740560063,0.3634349321343261,0.36340163344938997,0.0,0.0
Sensitivity,Unlimited,0.9,1.15,B,890.3609886795161,82.72534922679297,0.4581582298092449,890.5599347270633,82.74378658687489,0.4581404288850098,0.08405350486208875,0.08400097158505483,0.0,0.0
Sensitivity,Limited,0.9,1.2,A,827.2688059469224,76.86331920032565,0.4079553302979627,827.3170737631712,76.86776007065454,0.40787214486299656,0.3494561088846014,0.3494174041415406,5.792762530075802e-101,0.0
Sensitivity,Limited,0.9,1.2,B,922.9029409948394,85.74889181686005,0.4551158842446035,923.1101646509985,85.76809654418872,0.45509869763526384,0.08003317624604972,0.0799714637789019,8.443328258901383e-163,0.0
Sensitivity,Unlimited,0.9,1.2,A,827.2688059469224,76.86331920032565,0.4079553302979627,827.3170737631712,76.86776007065454,0.40787214486299656,0.3494561088846014,0.3494174041415406,0.0,0.0
Sensitivity,Unlimited,0.9,1.2,B,922.9029409948394,85.74889181686005,0.4551158842446035,923.1101646509985,85.76809654418872,0.45509869763526384,0.08003317624604972,0.0799714637789019,0.0,0.0
Sensitivity,Limited,0.9,1.25,A,834.3608729663736,77.52225835914261,0.3949945707476743,834.4092543394704,77.52670940484026,0.39491388602003097,0.3363933804957248,0.33634952488207887,6.197091962144393e-97,0.0
Sensitivity,Limited,0.9,1.25,B,955.4200768150906,88.77012865314018,0.4523051779544511,955.6355396960016,88.79009718270456,0.4522885414291666,0.07634730029777143,0.0762888645322936,2.6990896335538135e-156,0.0
Sensitivity,Unlimited,0.9,1.25,A,834.3608729663736,77.52225835914261,0.3949945707476743,834.4092543394704,77.52670940484026,0.39491388602003097,0.3363933804957248,0.33634952488207887,0.0,0.0
Sensitivity,Unlimited,0.9,1.25,B,955.4200768150906,88.77012865314018,0.4523051779544511,955.6355396960016,88.79009718270456,0.4522885414291666,0.07634730029777143,0.0762888645322936,0.0,0.0
Sensitivity,Limited,0.9,1.3,A,840.947025771032,78.13419194310886,0.38280049970027646,840.9956355619936,78.13866386293442,0.3827222359808501,0.3241655026808055,0.3241120219314403,3.24629250128382e-93,0.0
Sensitivity,Limited,0.9,1.3,B,987.9153369275198,91.78933297048452,0.44970072198149214,988.1390385934217,91.81006526258354,0.44968459563731505,0.07295710927661907,0.07289884291917569,2.725225294322492e-150,0.0
Sensitivity,Unlimited,0.9,1.3,A,840.947025771032,78.13419194310886,0.38280049970027646,840.9956355619936,78.13866386293442,0.3827222359808501,0.3241655026808055,0.3241120219314403,0.0,0.0
Sensitivity,Unlimited,0.9,1.3,B,987.9153369275198,91.78933297048452,0.44970072198149214,988.1390385934217,91.81006526258354,0.44968459563731505,0.07295710927661907,0.07289884291917569,0.0,0.0
Baseline,Limited,1.0,1.0,A,792.5479270990403,81.81925319161945,0.46899989321835855,792.5904134763043,81.82375930370517,0.4689121203334573,0.41183640070522204,0.4117961017192203,4.113028205962841e-121,0.0
Baseline,Limited,1.0,1.0,B,792.5479270990403,81.81925319161945,0.46899989321835855,792.7066221812152,81.8357562102258,0.4689808716951877,0.09862267526693197,0.09858823485651325,2.51637685423477e-195,0.0
Baseline,Unlimited,1.0,1.0,A,792.5479270990403,81.81925319161945,0.46899989321835855,792.5904134763043,81.82375930370517,0.4689121203334573,0.41183640070522204,0.4117961017192203,0.0,0.0
Baseline,Unlimited,1.0,1.0,B,792.5479270990403,81.81925319161945,0.46899989321835855,792.7066221812152,81.8357562102258,0.4689808716951877,0.09862267526693197,0.09858823485651325,0.0,0.0
Sensitivity,Limited,1.0,1.05,A,802.3358286817999,82.82971422549757,0.4521828602357388,802.3786197687327,82.8342532764671,0.45209811068779404,0.3945164927175068,0.3944798333075477,2.351123710677597e-115,0.0
Sensitivity,Limited,1.0,1.05,B,825.1880458566653,85.18887924137748,0.465061982113963,825.3544029473746,85.20617819589398,0.4650437549394197,0.09328878033482191,0.0932602223095562,4.945157848362812e-186,0.0
Sensitivity,Unlimited,1.0,1.05,A,802.3358286817999,82.82971422549757,0.4521828602357388,802.3786197687327,82.8342532764671,0.45209811068779404,0.3945164927175068,0.3944798333075477,0.0,0.0
Sensitivity,Unlimited,1.0,1.05,B,825.1880458566653,85.18887924137748,0.465061982113963,825.3544029473746,85.20617819589398,0.4650437549394197,0.09328878033482191,0.0932602223095562,0.0,0.0
Sensitivity,Limited,1.0,1.1,A,811.3278433323724,83.7580113016011,0.4364664886241157,811.3719091597516,83.7626833129241,0.43638511235857413,0.37842096469908454,0.3783955591868516,4.0252718715688735e-110,0.0
Sensitivity,Limited,1.0,1.1,B,857.7907395298497,88.55464168572456,0.4614619295192853,857.9648595178144,88.57274698581963,0.4614444835884418,0.08845397376282428,0.08843304344571404,1.3883820264743596e-177,0.0
Sensitivity,Unlimited,1.0,1.1,A,811.3278433323724,83.7580113016011,0.4364664886241157,811.3719091597516,83.7626833129241,0.43638511235857413,0.37842096469908454,0.3783955591868516,0.0,0.0
Sensitivity,Unlimited,1.0,1.1,B,857.7907395298497,88.55464168572456,0.4614619295192853,857.9648595178144,88.57274698581963,0.4614444835884418,0.08845397376282428,0.08843304344571404,0.0,0.0
Sensitivity,Limited,1.0,1.15,A,819.6132433470393,84.6133605094089,0.4217531512212947,819.6574682365043,84.61805019607795,0.4216743684823277,0.3634349321343261,0.3633980197657659,2.4156022343375e-105,0.0
Sensitivity,Limited,1.0,1.15,B,890.3609886795161,91.91705469643662,0.4581582298092449,890.5428282321535,91.93596186372127,0.4581414789145884,0.08405350486208875,0.08402106911136738,7.177927377396293e-170,0.0
Sensitivity,Unlimited,1.0,1.15,A,819.6132433470393,84.6133605094089,0.4217531512212947,819.6574682365043,84.61805019607795,0.4216743684823277,0.3634349321343261,0.3633980197657659,0.0,0.0
Sensitivity,Unlimited,1.0,1.15,B,890.3609886795161,91.91705469643662,0.4581582298092449,890.5428282321535,91.93596186372127,0.4581414789145884,0.08405350486208875,0.08402106911136738,0.0,0.0
Sensitivity,Limited,1.0,1.2,A,827.2688059469224,85.40368800036183,0.4079553302979627,827.313265237809,85.40840304473944,0.4078790368755987,0.3494561088846014,0.34940929638911933,5.792762530075802e-101,0.0
Sensitivity,Limited,1.0,1.2,B,922.9029409948394,95.27654646317784,0.4551158842446035,923.092456842049,95.29625102634148,0.45509975249295476,0.08003317624604972,0.07999289549248523,8.443328258901383e-163,0.0
Sensitivity,Unlimited,1.0,1.2,A,827.2688059469224,85.40368800036183,0.4079553302979627,827.313265237809,85.40840304473944,0.4078790368755987,0.3494561088846014,0.34940929638911933,0.0,0.0
Sensitivity,Unlimited,1.0,1.2,B,922.9029409948394,95.27654646317784,0.4551158842446035,923.092456842049,95.29625102634148,0.45509975249295476,0.08003317624604972,0.07999289549248523,0.0,0.0
Sensitivity,Limited,1.0,1.25,A,834.3608729663736,86.13584262126956,0.3949945707476743,834.4050001386926,86.14052445285805,0.3949203635868306,0.3363933804957248,0.33634195820390644,6.197091962144393e-97,0.0
Sensitivity,Limited,1.0,1.25,B,955.4200768150906,98.63347628126687,0.4523051779544511,955.6172192818209,98.65397310830511,0.4522895951317208,0.07634730029777143,0.07630640544427834,2.6990896335538135e-156,0.0
Sensitivity,Unlimited,1.0,1.25,A,834.3608729663736,86.13584262126956,0.3949945707476743,834.4050001386926,86.14052445285805,0.3949203635868306,0.3363933804957248,0.33634195820390644,0.0,0.0
Sensitivity,Unlimited,1.0,1.25,B,955.4200768150906,98.63347628126687,0.4523051779544511,955.6172192818209,98.65397310830511,0.4522895951317208,0.07634730029777143,0.07630640544427834,0.0,0.0
Sensitivity,Limited,1.0,1.3,A,840.947025771032,86.81576882567651,0.38280049970027646,840.9909661678232,86.82043237249387,0.3827283399053032,0.3241655026808055,0.32411043417584284,3.24629250128382e-93,0.0
Sensitivity,Limited,1.0,1.3,B,987.9153369275198,101.9881477449828,0.44970072198149214,988.1201047888612,102.00943670612904,0.449685647702222,0.07295710927661907,0.07291868752437863,2.725225294322492e-150,0.0
Sensitivity,Unlimited,1.0,1.3,A,840.947025771032,86.81576882567651,0.38280049970027646,840.9909661678232,86.82043237249387,0.3827283399053032,0.3241655026808055,0.32411043417584284,0.0,0.0
Sensitivity,Unlimited,1.0,1.3,B,987.9153369275198,101.9881477449828,0.44970072198149214,988.1201047888612,102.00943670612904,0.449685647702222,0.07295710927661907,0.07291868752437863,0.0,0.0
